CNPJ do gerador;Razão Social do gerador;Estado;Município;Código da Categoria;Categoria de Atividade;Código do Detalhe;Detalhe;Ano da geração;Cód. Resíduo;Tipo de Resíduo;Quantidade Gerada;Unidade;Classificação Resíduo;Situação Cadastral
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2013;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;0,00;Litro;Perigoso;Encerrado
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2014;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.000,00;Litro;Perigoso;Encerrado
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2015;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.300,00;Litro;Perigoso;Encerrado
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.000,00;Litro;Perigoso;Encerrado
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;2.000,00;Litro;Perigoso;Encerrado
05.033.611/0002-30;GAS ON LINE COMERCIO E SERVICOS LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.500,00;Litro;Perigoso;Encerrado
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;80,00;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;112,00;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;189,30;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;130507;Água com óleo proveniente dos separadores óleo/água;1.270,00;Litro;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;58,60;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;54,00;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;130507;Água com óleo proveniente dos separadores óleo/água;1.000,00;Litro;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;150110;Emb. de qualquer um dos tipos acima descr. cont. ou contamin. por res. de subst. perig.;149,30;kilogramas;Perigoso;Ativa
05.125.819/0001-07;POSTO CASAGRANDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;130507;Água com óleo proveniente dos separadores óleo/água;2.000,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2012;130506;Óleos provenientes dos separadores óleo/água;200,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2012;190203;Misturas de resíduos contendo apenas resíduos não perigosos;300,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2013;190203;Misturas de resíduos contendo apenas resíduos não perigosos;300,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2013;130506;Óleos provenientes dos separadores óleo/água;220,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2014;200399;Resíduos urbanos e equiparados não anteriormente especificados;350,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2014;130506;Óleos provenientes dos separadores óleo/água;200,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2015;150102;Embalagens de plástico;6,60;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2015;200399;Resíduos urbanos e equiparados não anteriormente especificados;430,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2015;130506;Óleos provenientes dos separadores óleo/água;250,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;150102;Embalagens de plástico;75,50;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;200399;Resíduos urbanos e equiparados não anteriormente especificados;450,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2016;130506;Óleos provenientes dos separadores óleo/água;480,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;150102;Embalagens de plástico;662,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;200399;Resíduos urbanos e equiparados não anteriormente especificados;380,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2017;130501;Resíduos sólidos provenientes de desarenadores e de separadores óleo/ água;600,00;kilogramas;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;200399;Resíduos urbanos e equiparados não anteriormente especificados;420,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;150102;Embalagens de plástico;80,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2018;130506;Óleos provenientes dos separadores óleo/água;2.200,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;130506;Óleos provenientes dos separadores óleo/água;3.120,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;200399;Resíduos urbanos e equiparados não anteriormente especificados;550,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2019;150102;Embalagens de plástico;117,20;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;150102;Embalagens de plástico;113,10;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;200399;Resíduos urbanos e equiparados não anteriormente especificados;470,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2020;130507;Água com óleo proveniente dos separadores óleo/água;200,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;150102;Embalagens de plástico;72,80;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;130507;Água com óleo proveniente dos separadores óleo/água;1.000,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2021;200399;Resíduos urbanos e equiparados não anteriormente especificados;550,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;130507;Água com óleo proveniente dos separadores óleo/água;1.000,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;200399;Resíduos urbanos e equiparados não anteriormente especificados;350,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2022;150102;Embalagens de plástico;97,30;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;150102;Embalagens de plástico;70,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;030308;Resíduos da triagem de papel e papelão destinado a reciclagem ¿;120,00;kilogramas;Não Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;130507;Água com óleo proveniente dos separadores óleo/água;1.100,00;Litro;Perigoso;Ativa
05.194.936/0001-14;POSTO JEQUITAIA LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;2023;200399;Resíduos urbanos e equiparados não anteriormente especificados;420,00;kilogramas;Não Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;710,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;130899;Outros resíduos não anteriormente especificados;700,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2015;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;450,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;960,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;960,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2020;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;3.500,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2021;160107;Filtros de óleo automotivos;35,00;kilogramas;Perigoso;Ativa
05.282.460/0001-73;BRIGADA VERDE LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2021;130501;Resíduos sólidos provenientes de desarenadores e de separadores óleo/ água;1.100,00;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200102;Vidro;32,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;206,00;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200101;Papel e cartão;92,20;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200138;Madeira não abrangida em 20 01 37;20,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200108;Resíduos biodegradáveis de cozinhas e cantinas;182,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200140;Metais;41,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2013;200139;Plásticos;129,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200140;Metais;50,70;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200138;Madeira não abrangida em 20 01 37;10,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200102;Vidro;77,80;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200139;Plásticos;172,20;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;314,95;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200101;Papel e cartão;128,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2014;200108;Resíduos biodegradáveis de cozinhas e cantinas;192,50;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2015;200108;Resíduos biodegradáveis de cozinhas e cantinas;224,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2015;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;217,50;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;200138;Madeira não abrangida em 20 01 37;100,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;200139;Plásticos;10,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;200102;Vidro;10,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;608,00;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;200108;Resíduos biodegradáveis de cozinhas e cantinas;240,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2016;200101;Papel e cartão;30,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.273,00;Litro;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200139;Plásticos;189,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200108;Resíduos biodegradáveis de cozinhas e cantinas;30,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200102;Vidro;29,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200125;Óleos e gorduras alimentares;2,00;Litro;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200101;Papel e cartão;176,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;200140;Metais;197,30;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2017;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;1.076,40;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;150202;Absorventes, mat. filtr., panos de limp. e vest. de proteção, contamin. por subst. perig.;1.021,00;kilogramas;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200139;Plásticos;84,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;130201;Óleos de motores, transmissões e lubrificação usados ou contaminados;1.522,00;Litro;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200101;Papel e cartão;39,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;030308;Resíduos da triagem de papel e papelão destinado a reciclagem ¿;5,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200140;Metais;70,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200138;Madeira não abrangida em 20 01 37;2,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200121;Lâmpadas fluorescentes, de vapor de sódio e mercúrio e de luz mista;24,00;Unidade;Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200108;Resíduos biodegradáveis de cozinhas e cantinas;18,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200102;Vidro;71,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2018;200199;Outras frações não anteriormente especificadas;825,00;kilogramas;Não Perigoso;Ativa
05.435.165/0001-00;AGÊNCIA MARÍTIMA E TRANSPORTES LUMAR LTDA;BAHIA;SALVADOR;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;2019;200121;Lâmpadas fluorescentes, de vapor de sódio e mercúrio e de luz mista;20,00;Unidade;Perigoso;Ativa
